time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0,1.93,0.39,-1.13,2.27
0.01,1.56,-0.04,-1.28,2.02
0.02,0.99,-0.24,-1.36,1.7
0.03,0.62,-0.15,-1.07,1.24
0.04,0.27,0.04,-0.25,0.37
0.05,-0.08,0.38,0.78,0.87
0.06,-0.08,0.56,1.26,1.38
0.07,0.2,0.49,0.98,1.12
0.08,0.37,0.35,0.3,0.59
0.089,0.21,0.23,-0.43,0.53
0.099,0.01,0.18,-0.93,0.94
0.109,-0.01,0.28,-1.2,1.23
0.119,0.03,0.44,-1.09,1.18
0.129,-0.09,0.66,-0.61,0.91
0.139,-0.22,0.67,-0.13,0.72
0.149,-0.27,0.47,0.13,0.56
0.159,-0.31,0.39,0.27,0.57
0.169,-0.4,0.45,0.22,0.64
0.179,-0.28,0.55,-0.01,0.62
0.189,-0.1,0.75,-0.31,0.81
0.199,-0.11,0.87,-0.48,1
0.209,-0.14,0.78,-0.41,0.89
0.218,-0.15,0.61,-0.1,0.63
0.228,-0.2,0.51,0.21,0.58
0.238,-0.31,0.55,0.37,0.73
0.248,-0.28,0.64,0.54,0.88
0.258,-0.21,0.77,0.81,1.14
0.268,-0.26,0.9,1.03,1.39
0.278,-0.54,0.8,1.12,1.48
0.288,-0.76,0.53,1.07,1.41
0.298,-0.71,0.39,0.98,1.27
0.308,-0.47,0.42,0.88,1.08
0.318,-0.15,0.51,1.01,1.14
0.328,0.05,0.45,1.31,1.39
0.338,-0.08,0.13,1.85,1.86
0.348,-0.27,-0.3,2.45,2.48
0.357,-0.39,-0.71,2.79,2.9
0.368,-0.56,-1.23,2.8,3.11
0.377,-0.74,-1.78,2.48,3.14
0.387,-0.93,-2.09,1.91,2.98
0.397,-1.1,-2.13,1.18,2.67
0.407,-1.15,-1.96,0.44,2.31
0.417,-1,-1.67,-0.23,1.96
0.427,-0.83,-1.33,-0.72,1.72
0.437,-0.64,-0.9,-1.08,1.55
0.447,-0.42,-0.43,-1.51,1.63
0.457,-0.26,-0.07,-1.77,1.79
0.467,-0.24,0.13,-1.69,1.71
0.477,-0.3,0.18,-1.38,1.42
0.487,-0.46,-0.01,-0.85,0.97
0.497,-0.56,-0.4,-0.27,0.74
0.507,-0.76,-0.9,0.29,1.21
0.516,-1,-1.2,0.8,1.75
0.527,-1.18,-1.33,1.13,2.1
0.536,-1.22,-1.4,1.17,2.2
0.546,-1.08,-1.34,0.93,1.95
0.556,-0.89,-1.16,0.5,1.54
0.566,-0.71,-0.93,0.08,1.17
0.576,-0.5,-0.75,-0.35,0.97
0.586,-0.3,-0.52,-0.71,0.93
0.596,-0.08,-0.21,-1.03,1.05
0.606,0.13,0.09,-1.33,1.34
0.616,0.23,0.29,-1.32,1.37
0.626,0.21,0.36,-1.08,1.16
0.636,0.11,0.26,-0.75,0.8
0.646,-0.03,-0.01,-0.49,0.49
0.655,-0.19,-0.33,-0.47,0.61
0.666,-0.43,-0.55,-0.65,0.96
0.675,-0.63,-0.64,-0.86,1.24
0.685,-0.68,-0.67,-1.08,1.44
0.695,-0.65,-0.55,-1.17,1.44
0.705,-0.59,-0.33,-1.08,1.27
0.715,-0.45,-0.07,-0.96,1.06
0.725,-0.24,0.14,-0.75,0.8
0.735,-0.04,0.26,-0.44,0.52
0.745,0.09,0.28,-0.29,0.42
0.755,0.08,0.28,-0.2,0.35
0.765,-0.04,0.18,-0.21,0.28
0.775,-0.14,-0.01,-0.26,0.3
0.785,-0.21,-0.22,-0.28,0.41
0.794,-0.27,-0.37,-0.22,0.51
0.805,-0.34,-0.42,-0.13,0.56
0.814,-0.33,-0.38,-0.01,0.5
0.824,-0.27,-0.41,0.13,0.51
0.834,-0.22,-0.42,0.28,0.55
0.844,-0.13,-0.34,0.52,0.64
0.854,-0.03,-0.22,0.84,0.87
0.864,0.04,-0.22,1.09,1.12
0.874,0.17,-0.28,1.25,1.3
0.884,0.32,-0.35,1.31,1.39
0.894,0.42,-0.35,1.2,1.31
0.904,0.37,-0.22,0.94,1.04
0.914,0.13,-0.08,0.73,0.74
0.924,-0.08,0.11,0.54,0.56
0.934,0.1,0.22,0.39,0.45
0.944,0.52,0.3,0.3,0.67
0.953,0.86,0.44,0.32,1.01
0.963,0.85,0.54,0.45,1.11
0.973,0.75,0.45,0.69,1.12
0.983,0.63,0.22,0.99,1.19
0.993,0.64,-0.03,1.36,1.5
1.003,0.77,-0.33,1.69,1.88
1.013,0.89,-0.64,1.93,2.22
1.023,0.88,-0.97,2.18,2.54
1.033,0.73,-1.24,2.34,2.75
1.043,0.56,-1.48,2.29,2.78
1.053,0.38,-1.7,2.04,2.68
1.063,0.19,-1.89,1.58,2.47
1.073,0.04,-2.01,0.88,2.2
1.083,-0.11,-1.9,0.08,1.91
1.092,-0.19,-1.64,-0.65,1.77
1.103,-0.08,-1.32,-1.19,1.78
